action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7825755,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,,,CHEMBL1909046,,,,CHEMBL84,TOPOTECAN,CHEMBL84,,0,,1540230,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7826102,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,Nc1nc2ccc(OC(F)(F)F)cc2s1,,,CHEMBL1909046,,,,CHEMBL744,RILUZOLE,CHEMBL744,,0,,1540117,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7826212,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,,,CHEMBL1909046,,,,CHEMBL429023,ROTENONE,CHEMBL429023,,0,,1540125,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7826329,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,,,CHEMBL1909046,,,,CHEMBL714,ALBUTEROL,CHEMBL714,,0,,1540133,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7826444,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,Cc1ncc([N+](=O)[O-])n1CC(C)O,,,CHEMBL1909046,,,,CHEMBL498847,SECNIDAZOLE,CHEMBL498847,,0,,1540141,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7826541,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,,,CHEMBL1909046,,,,CHEMBL221886,SISOMICIN,CHEMBL221886,,0,,1540149,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7826684,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,,,CHEMBL1909046,,,,CHEMBL70586,SPIRADOLINE,CHEMBL70586,,0,,1540157,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7827293,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,Nc1c2c(nc3ccccc13)CCCC2,,,CHEMBL1909046,,,,CHEMBL95,TACRINE,CHEMBL95,,0,,1540190,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7827359,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,,,CHEMBL1909046,,,,CHEMBL1908355,TENIDAP,CHEMBL1908355,,0,,1540198,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7827963,[],CHEMBL1909140,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,,,BAO_0000190,BAO_0000249,cell membrane format,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,,,CHEMBL1909046,,,,CHEMBL1790041,RANITIDINE,CHEMBL1790041,,0,,1540109,,15,0,,,IC50,,,,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,,,,
,,7929956,[],CHEMBL1919022,Antagonist activity at dopamine D2 receptor,F,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)N1CCC(NCCNC(=O)c2ccccc2C)CC1,,,CHEMBL1914417,Bioorg Med Chem Lett,2011.0,,CHEMBL1624037,,CHEMBL1624037,5.35,0,http://www.openphacts.org/units/Nanomolar,1558621,=,1,1,=,,IC50,nM,,4500.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,uM,UO_0000065,,4.5
,,7929957,[],CHEMBL1919022,Antagonist activity at dopamine D2 receptor,F,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)N1CCC(N2CCC[C@@H](NC(=O)c3ccccc3C)C2)CC1,,,CHEMBL1914417,Bioorg Med Chem Lett,2011.0,,CHEMBL1916224,,CHEMBL1916224,,0,http://www.openphacts.org/units/Nanomolar,1558630,>,1,1,>,,IC50,nM,,30000.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,uM,UO_0000065,,30.0
,,7989732,[],CHEMBL1936809,Inhibition of dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4[nH]c5ccc(Cl)cc5c4c3)CC2)c2ccccc21,,,CHEMBL1932960,Bioorg Med Chem Lett,2012.0,"{'bei': '13.76', 'le': '0.26', 'lle': '0.21', 'sei': '13.09'}",CHEMBL1934127,,CHEMBL1934127,6.30,0,http://www.openphacts.org/units/Nanomolar,1568082,=,1,1,=,,IC50,nM,,500.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,uM,UO_0000065,,0.5
,,7989759,[],CHEMBL1936809,Inhibition of dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4c(c3)c3ccccc3n4C(N)=O)CC2)c2ccccc21,,,CHEMBL1932960,Bioorg Med Chem Lett,2012.0,"{'bei': '12.48', 'le': '0.23', 'lle': '0.98', 'sei': '7.25'}",CHEMBL1934130,,CHEMBL1934130,5.82,0,http://www.openphacts.org/units/Nanomolar,1568085,=,1,1,=,,IC50,nM,,1500.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,IC50,uM,UO_0000065,,1.5
,,8023024,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '12.39', 'le': '0.26', 'lle': '1.80', 'sei': '6.78'}",CHEMBL1947157,,CHEMBL1947157,6.60,0,http://www.openphacts.org/units/Nanomolar,1576620,=,1,1,=,,IC50,nM,,251.19,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.6
,,8023025,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4c(Cl)cccc4Cl)cc3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '11.27', 'le': '0.23', 'lle': '1.20', 'sei': '6.16'}",CHEMBL1944689,,CHEMBL1944689,6.00,0,http://www.openphacts.org/units/Nanomolar,1573530,=,1,1,=,,IC50,nM,,1000.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.0
,,8023026,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4Cl)c3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '12.45', 'le': '0.25', 'lle': '2.05', 'sei': '6.37'}",CHEMBL1944690,,CHEMBL1944690,6.20,0,http://www.openphacts.org/units/Nanomolar,1573531,=,1,1,=,,IC50,nM,,630.96,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.2
,,8023027,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '13.29', 'le': '0.26', 'lle': '2.77', 'sei': '6.57'}",CHEMBL1944691,,CHEMBL1944691,6.40,0,http://www.openphacts.org/units/Nanomolar,1573532,=,1,1,=,,IC50,nM,,398.11,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.4
,,8023028,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4F)cc3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '11.84', 'le': '0.23', 'lle': '2.07', 'sei': '5.85'}",CHEMBL1944692,,CHEMBL1944692,5.70,0,http://www.openphacts.org/units/Nanomolar,1573533,=,1,1,=,,IC50,nM,,1995.26,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,5.7
,,8023029,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,,CHEMBL1944693,,CHEMBL1944693,,0,http://www.openphacts.org/units/Nanomolar,1573534,<,1,1,>,,IC50,nM,,794.33,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.1
,,8023030,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1CCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '12.56', 'le': '0.24', 'lle': '2.70', 'sei': '5.82'}",CHEMBL1944694,,CHEMBL1944694,6.20,0,http://www.openphacts.org/units/Nanomolar,1573535,=,1,1,=,,IC50,nM,,630.96,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.2
,,8023031,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4)cc3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '12.30', 'le': '0.24', 'lle': '2.21', 'sei': '5.85'}",CHEMBL1944695,,CHEMBL1944695,5.70,0,http://www.openphacts.org/units/Nanomolar,1573536,=,1,1,=,,IC50,nM,,1995.26,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,5.7
,,8023032,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc2c(CCNCc3cccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)c3)c[nH]c12,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '12.39', 'le': '0.24', 'lle': '2.12', 'sei': '5.66'}",CHEMBL1945031,,CHEMBL1945031,6.40,0,http://www.openphacts.org/units/Nanomolar,1573950,=,1,1,=,,IC50,nM,,398.11,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.4
,,8023033,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc2c(CCNCc3ccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)cc3)c[nH]c12,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,,CHEMBL1945032,,CHEMBL1945032,,0,http://www.openphacts.org/units/Nanomolar,1573951,<,1,1,>,,IC50,nM,,794.33,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.1
,,8023034,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '12.48', 'le': '0.24', 'lle': '2.91', 'sei': '5.26'}",CHEMBL1945033,,CHEMBL1945033,5.80,0,http://www.openphacts.org/units/Nanomolar,1573952,=,1,1,=,,IC50,nM,,1584.89,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,5.8
,,8023035,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccn4)cc3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '12.05', 'le': '0.23', 'lle': '2.71', 'sei': '5.08'}",CHEMBL1945034,,CHEMBL1945034,5.60,0,http://www.openphacts.org/units/Nanomolar,1573953,=,1,1,=,,IC50,nM,,2511.89,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,5.6
,,8023036,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccccc3CNCCc3ccccc3F)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '12.67', 'le': '0.25', 'lle': '2.47', 'sei': '6.26'}",CHEMBL1945035,,CHEMBL1945035,6.10,0,http://www.openphacts.org/units/Nanomolar,1573954,=,1,1,=,,IC50,nM,,794.33,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.1
,,8023037,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CC(CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1)c1ccccc1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '11.72', 'le': '0.22', 'lle': '1.55', 'sei': '5.75'}",CHEMBL1945036,,CHEMBL1945036,5.60,0,http://www.openphacts.org/units/Nanomolar,1573955,=,1,1,=,,IC50,nM,,2511.89,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,5.6
,,8023038,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccc4)c3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '13.61', 'le': '0.26', 'lle': '2.62', 'sei': '6.67'}",CHEMBL1945037,,CHEMBL1945037,6.50,0,http://www.openphacts.org/units/Nanomolar,1573956,=,1,1,=,,IC50,nM,,316.23,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.5
,,8023039,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccn4)c3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,,CHEMBL1945038,,CHEMBL1945038,,0,http://www.openphacts.org/units/Nanomolar,1573957,<,1,1,>,,IC50,nM,,2511.89,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,5.6
,,8023040,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '12.51', 'le': '0.24', 'lle': '2.54', 'sei': '5.63'}",CHEMBL1945039,,CHEMBL1945039,6.00,0,http://www.openphacts.org/units/Nanomolar,1573958,=,1,1,=,,IC50,nM,,1000.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.0
,,8023041,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '11.68', 'le': '0.22', 'lle': '2.14', 'sei': '5.25'}",CHEMBL1945040,,CHEMBL1945040,5.60,0,http://www.openphacts.org/units/Nanomolar,1573959,=,1,1,=,,IC50,nM,,2511.89,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,5.6
,,8023042,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4Cl)c3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '13.64', 'le': '0.27', 'lle': '2.50', 'sei': '6.78'}",CHEMBL1945041,,CHEMBL1945041,6.60,0,http://www.openphacts.org/units/Nanomolar,1573960,=,1,1,=,,IC50,nM,,251.19,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.6
,,8023043,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4F)c3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '13.26', 'le': '0.26', 'lle': '2.61', 'sei': '6.37'}",CHEMBL1945042,,CHEMBL1945042,6.20,0,http://www.openphacts.org/units/Nanomolar,1573961,=,1,1,=,,IC50,nM,,630.96,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.2
,,8023044,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccn4)c3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '11.76', 'le': '0.23', 'lle': '2.45', 'sei': '4.81'}",CHEMBL1945043,,CHEMBL1945043,5.30,0,http://www.openphacts.org/units/Nanomolar,1573962,=,1,1,=,,IC50,nM,,5011.87,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,5.3
,,8023045,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '12.72', 'le': '0.25', 'lle': '2.64', 'sei': '5.72'}",CHEMBL1945044,,CHEMBL1945044,6.10,0,http://www.openphacts.org/units/Nanomolar,1573963,=,1,1,=,,IC50,nM,,794.33,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.1
,,8023046,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)cc1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '12.72', 'le': '0.25', 'lle': '2.64', 'sei': '5.72'}",CHEMBL1945289,,CHEMBL1945289,6.10,0,http://www.openphacts.org/units/Nanomolar,1574341,=,1,1,=,,IC50,nM,,794.33,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.1
,,8023047,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '11.95', 'le': '0.23', 'lle': '2.05', 'sei': '5.53'}",CHEMBL1945290,,CHEMBL1945290,5.90,0,http://www.openphacts.org/units/Nanomolar,1574342,=,1,1,=,,IC50,nM,,1258.93,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,5.9
,,8023048,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '12.15', 'le': '0.23', 'lle': '2.20', 'sei': '6.13'}",CHEMBL1945291,,CHEMBL1945291,6.00,0,http://www.openphacts.org/units/Nanomolar,1574343,=,1,1,=,,IC50,nM,,1000.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.0
,,8023049,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '14.61', 'le': '0.29', 'lle': '4.20', 'sei': '5.72'}",CHEMBL1945292,,CHEMBL1945292,6.10,0,http://www.openphacts.org/units/Nanomolar,1574344,=,1,1,=,,IC50,nM,,794.33,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.1
,,8023050,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,,CHEMBL1945293,,CHEMBL1945293,,0,http://www.openphacts.org/units/Nanomolar,1574345,<,1,1,>,,IC50,nM,,10000.0,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,5.0
,,8023051,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCCC4)c3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '13.30', 'le': '0.26', 'lle': '2.74', 'sei': '6.21'}",CHEMBL1945294,,CHEMBL1945294,5.50,0,http://www.openphacts.org/units/Nanomolar,1574346,=,1,1,=,,IC50,nM,,3162.28,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,5.5
,,8023053,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '12.99', 'le': '0.27', 'lle': '1.91', 'sei': '7.29'}",CHEMBL1945296,,CHEMBL1945296,7.10,0,http://www.openphacts.org/units/Nanomolar,1574348,=,1,1,=,,IC50,nM,,79.43,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,7.1
,,8023054,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '12.63', 'le': '0.26', 'lle': '1.71', 'sei': '7.09'}",CHEMBL1945297,,CHEMBL1945297,6.90,0,http://www.openphacts.org/units/Nanomolar,1574349,=,1,1,=,,IC50,nM,,125.89,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.9
,,8023055,[],CHEMBL1947794,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCOc3cccc(CNCCc4ccccc4F)c3)c2s1,,,CHEMBL1944599,Bioorg Med Chem Lett,2012.0,"{'bei': '12.86', 'le': '0.25', 'lle': '2.93', 'sei': '6.00'}",CHEMBL1945298,,CHEMBL1945298,6.40,0,http://www.openphacts.org/units/Nanomolar,1574350,=,1,1,=,,IC50,nM,,398.11,CHEMBL217,Homo sapiens,Dopamine D2 receptor,9606,,,pIC50,,UO_0000065,,6.4
